ID,Name,Age,Height,Weight,Shot Power,Skill,Mentality,Dribbling,Sprint Speed,Acceleration,Agility,Stamina,Balance,ST
244832,S. Ferreira,22,180.34,78.0,76,313,276,75,70,72,75.0,64,57.0,73
244834,E. Pernía,25,177.8,77.09,70,230,227,50,60,58,60.0,63,46.0,64
244883,A. Al Yami,23,172.72,68.93,56,240,209,59,86,84,65.0,57,72.0,60
244921,Sergio Moreno,21,177.8,74.83,57,223,212,60,72,70,56.0,53,64.0,66
244929,J. Daly,20,177.8,69.84,59,226,213,58,75,78,81.0,54,71.0,61
244933,J. Alvarado,20,165.1,53.97,65,237,266,54,48,58,64.0,54,80.0,60
244935,B. Eleke,24,190.5,87.98,68,267,312,59,68,63,63.0,71,73.0,69
244942,S. Guðjohnsen,22,187.96,79.82,65,205,247,54,55,46,50.0,57,48.0,63
244949,F. Pierrot,25,193.04,92.97,82,218,260,60,69,61,49.0,73,32.0,70
244956,S. Benega,21,175.26,73.92,63,268,248,62,69,69,65.0,63,71.0,63
244971,D. Furtado,23,180.34,67.12,68,275,235,68,78,79,70.0,54,70.0,65
244972,Ricardo Schutte,22,185.42,74.83,70,251,230,64,63,62,60.0,51,65.0,65
245079,A. Oviedo,24,180.34,73.92,55,223,209,64,77,78,71.0,62,71.0,63
245122,T. Prica,18,182.88,74.83,59,264,247,59,78,74,72.0,72,64.0,62
245124,D. Jovanović,21,185.42,78.91,63,298,242,64,69,65,61.0,58,60.0,68
245144,F. Ferrari,23,190.5,79.82,72,249,270,57,55,46,49.0,61,49.0,66
245149,J. Hurtado,19,182.88,71.2,71,283,289,73,82,77,69.0,75,62.0,72
245150,C. Trejo,20,177.8,69.84,66,262,227,54,77,76,74.0,68,67.0,64
245152,S. Giménez,19,182.88,68.93,62,240,280,45,55,70,63.0,57,63.0,66
245158,L. Suárez,22,185.42,73.92,76,329,333,70,86,87,79.0,79,77.0,77
245174,B. Anderson,21,177.8,77.09,64,256,202,63,69,76,68.0,55,62.0,63
245212,R. Uldriķis,22,198.12,92.06,62,227,257,55,44,41,32.0,65,47.0,64
245228,F. Krüger,21,185.42,81.18,68,260,268,66,85,84,70.0,72,68.0,71
245260,A. Binous,19,193.04,83.9,47,210,211,52,61,49,50.0,33,37.0,55
245264,M. Kaufmann,19,187.96,82.08,67,242,237,60,81,74,63.0,63,58.0,67
245291,M. Skjellerup,23,187.96,77.09,45,174,204,45,55,67,52.0,62,51.0,53
245305,L. Dálves,28,187.96,82.99,84,320,313,74,81,79,55.0,56,55.0,80
245327,D. Pámanes,32,180.34,71.2,76,331,292,76,78,73,62.0,61,56.0,75
245331,Jordi Escobar,18,185.42,73.92,66,247,222,62,58,53,51.0,53,49.0,66
245364,N. Alioui,21,175.26,63.94,66,306,225,70,75,61,70.0,57,67.0,65
245368,G. Yalçın,21,182.88,77.09,78,274,225,68,76,77,72.0,59,64.0,71
245396,V. Supryaga,20,182.88,74.83,68,237,227,72,87,86,78.0,52,62.0,72
245400,Kim Ji Hyun,23,182.88,79.82,66,267,228,63,73,70,68.0,79,58.0,64
245437,A. Gaich,21,190.5,78.91,70,267,257,67,69,66,64.0,68,48.0,72
245485,P. Samiec-Talar,18,185.42,78.0,52,210,238,55,69,73,69.0,54,67.0,58
245503,S. Janneh,20,182.88,68.93,55,235,201,60,75,73,62.0,50,66.0,57
245505,P. Borukov,19,187.96,92.06,52,203,192,53,66,72,62.0,60,73.0,59
245526,A. Akinyemi,21,187.96,82.08,62,226,224,61,75,73,62.0,64,62.0,63
245528,Edu Espiau,25,185.42,78.91,61,260,238,61,63,61,56.0,59,55.0,65
245532,H. Silveira,27,187.96,82.08,74,224,226,53,63,53,53.0,54,46.0,66
245543,C. Kühlwetter,24,180.34,78.91,67,282,288,66,74,68,67.0,73,69.0,68
245550,S. Gassama,25,185.42,87.98,68,235,278,63,64,62,59.0,69,46.0,70
245553,J. Scott,19,187.96,87.07,62,250,225,63,78,73,65.0,58,46.0,65
245563,T. Bair,20,193.04,97.96,53,216,238,65,73,68,58.0,60,58.0,62
245582,B. Källman,21,182.88,74.83,60,243,250,62,80,82,72.0,70,69.0,65
245611,D. Parkhouse,20,185.42,81.18,64,253,239,55,68,67,52.0,65,53.0,61
245615,H. Yamada,20,182.88,76.19,61,228,232,54,55,55,47.0,57,64.0,62
245637,G. Rutter,18,182.88,69.84,64,273,229,65,68,69,63.0,57,64.0,65
245652,M. Gueye,22,195.58,89.79,75,246,279,60,52,42,47.0,57,31.0,68
245653,J. Murray,24,182.88,74.83,60,217,229,60,65,66,53.0,53,65.0,62
245721,G. Azzinnari,19,175.26,68.93,60,226,235,55,66,65,63.0,56,76.0,59
245732,A. Kampetsis,21,185.42,81.18,64,235,265,57,71,68,65.0,59,55.0,66
245733,H. Weydandt,24,195.58,93.87,71,223,267,58,84,64,47.0,69,35.0,72
245745,Rubén Enri,22,177.8,72.11,61,241,234,55,57,59,59.0,55,61.0,63
245758,Itaitinga,21,180.34,83.9,58,250,245,70,68,72,73.0,51,69.0,64
245762,A. Kutucu,20,180.34,76.19,78,292,273,69,69,78,75.0,63,68.0,70
245770,D. Drăguș,20,185.42,78.91,59,252,256,67,77,75,78.0,70,70.0,68
245773,L. Kryeziu,21,182.88,73.01,58,241,228,61,77,72,67.0,54,67.0,58
245796,N. Balongo,21,187.96,74.83,56,229,207,63,81,81,69.0,39,63.0,62
245809,Y. Kitala,22,185.42,82.99,70,235,254,53,69,67,57.0,56,55.0,66
245843,L. Allan,21,187.96,69.84,56,198,207,52,74,69,54.0,55,55.0,53
245856,M. Batmaz,20,180.34,77.09,62,230,198,63,66,67,71.0,51,75.0,61
245857,A. Issah,21,172.72,67.12,72,272,262,71,88,89,80.0,62,77.0,68
245864,M. Gneba,19,175.26,72.11,63,242,213,62,79,84,78.0,51,72.0,62
245902,T. Parrott,18,185.42,72.11,66,274,259,60,72,75,72.0,60,71.0,67
245940,S. Wamangituka,20,187.96,78.91,67,279,287,77,92,85,83.0,69,68.0,72
245997,J. Becerra,22,180.34,78.91,66,255,254,54,67,63,60.0,66,60.0,62
246020,J. Adebayo-Smith,19,180.34,73.92,55,250,217,54,79,82,70.0,56,72.0,58
246044,Andrés Martín,20,170.18,66.21,67,289,256,70,73,76,71.0,41,76.0,68
246046,J. Piggott,21,180.34,69.84,57,210,205,50,58,55,53.0,52,68.0,54
246049,A. Lupu,21,172.72,69.84,63,231,217,60,64,65,63.0,60,76.0,65
246053,J. Gelhardt,18,175.26,76.19,64,272,228,64,65,70,68.0,58,69.0,63
246108,A. Díaz,20,172.72,73.01,59,243,239,64,70,74,73.0,58,77.0,65
246123,D. Redan,19,175.26,76.19,63,248,236,57,74,77,71.0,58,74.0,62
246141,F. Holender,25,180.34,74.83,66,304,279,70,76,86,74.0,61,70.0,69
246175,L. Ihorst,20,187.96,79.82,63,220,259,54,54,53,37.0,56,42.0,63
246182,M. Pulkrab,23,182.88,78.0,56,222,295,57,71,68,64.0,59,52.0,67
246186,Arthur Cabral,22,185.42,88.89,77,274,272,73,71,72,68.0,70,62.0,77
246203,S. Plaza,21,187.96,82.99,72,267,256,64,86,79,74.0,66,67.0,70
246230,M. Phaëton,20,185.42,74.83,63,275,241,65,75,72,65.0,69,58.0,63
246233,J. Khasa,22,187.96,83.9,50,221,203,62,75,74,73.0,44,50.0,58
246237,E. Bullaude,19,182.88,79.82,60,262,207,64,67,64,60.0,51,54.0,61
246242,B. Dia,23,180.34,74.83,76,279,278,75,78,74,65.0,71,61.0,75
246258,L. Beltrán,19,175.26,76.19,65,260,206,61,63,67,65.0,51,73.0,64
246273,R. Richards,18,175.26,74.83,63,256,240,59,78,74,52.0,56,72.0,60
246289,C. Huerta,19,170.18,67.12,60,289,235,55,65,66,70.0,59,75.0,64
246295,J. Herrera,19,177.8,63.04,60,241,224,52,75,75,74.0,55,67.0,60
246312,Fabio Lopes,18,175.26,58.95,47,216,199,56,78,76,70.0,55,75.0,53
246315,L. Smyth,18,177.8,72.11,52,222,195,47,74,69,72.0,55,66.0,54
246329,M. El Idrissy,21,180.34,73.92,61,260,235,61,76,73,63.0,61,59.0,66
246333,C. Jolley,19,177.8,66.21,56,226,221,56,69,68,60.0,52,60.0,58
246382,M. Moro,25,172.72,64.85,59,264,255,67,83,82,75.0,64,77.0,66
246405,B. Angulo,24,182.88,69.84,72,294,233,74,79,79,77.0,77,62.0,72
246416,L. Dajaku,19,180.34,74.83,62,294,228,70,77,78,78.0,71,72.0,67
246430,D. Vlahović,20,190.5,74.83,78,285,264,70,66,57,55.0,56,48.0,72
246438,N. Fujimoto,30,175.26,68.93,68,295,273,64,75,74,70.0,68,79.0,68
246448,R. Campbell,19,187.96,82.08,52,187,201,52,80,76,58.0,67,59.0,55
246451,V. Triboulet,21,182.88,74.83,62,228,233,61,66,76,63.0,54,62.0,63
246457,C. Ngonge,20,177.8,67.12,65,263,251,72,78,79,75.0,62,74.0,66
246471,F. Girotti,21,190.5,82.99,67,263,260,59,71,65,67.0,58,46.0,66
246590,Y. Kasaï,21,193.04,88.89,55,195,217,48,59,58,53.0,56,42.0,54
246604,C. Kelman,18,175.26,69.84,60,255,233,61,80,82,75.0,68,71.0,62
246618,A. Hložek,17,187.96,86.17,74,348,302,76,76,79,70.0,74,78.0,75
246653,A. Campos,20,177.8,77.09,52,204,204,53,67,71,65.0,56,67.0,57
246675,E. Borja,25,185.42,83.9,71,233,243,58,73,67,69.0,54,47.0,66
246690,A. Bareiro,23,182.88,83.9,61,269,239,68,69,68,59.0,59,59.0,70
246693,D. Williams,20,175.26,58.05,54,229,213,56,68,67,68.0,52,70.0,55
246728,L. Traoré,19,182.88,79.82,74,280,265,70,77,75,70.0,64,67.0,70
246731,D. Abella,21,182.88,74.83,56,230,219,56,55,61,62.0,56,60.0,62
246732,A. Loba,22,177.8,72.11,75,276,273,69,78,83,82.0,74,66.0,72
246755,E. Aguirre,21,175.26,74.83,68,266,253,68,79,80,77.0,67,71.0,68
246762,S. Koita,20,172.72,69.84,73,317,277,75,86,88,83.0,72,81.0,73
246777,O. Pettersson,20,177.8,64.85,56,217,237,56,79,81,65.0,62,71.0,59
246784,K. Cannavò,20,180.34,69.84,59,257,243,52,78,78,71.0,43,70.0,60
246800,T. Buchanan,21,182.88,68.93,55,207,222,61,80,83,73.0,57,64.0,59
246827,M. Kamara,20,182.88,77.09,66,219,231,61,70,81,66.0,55,64.0,62
246828,R. López,26,190.5,82.99,60,240,242,61,48,45,45.0,61,33.0,63
246832,V. Bayo,23,185.42,82.08,77,272,274,63,79,76,68.0,63,53.0,70
246849,G. Dorsey,21,182.88,73.01,51,257,235,59,72,73,72.0,58,66.0,57
246878,S. Milošević,24,190.5,82.08,73,230,256,53,44,41,49.0,49,53.0,67
246919,T. Čvančara,17,190.5,79.82,57,224,237,55,54,55,51.0,54,48.0,61
246921,Antón Escobar,22,185.42,74.83,64,241,240,59,67,64,47.0,76,58.0,62
246929,Gerson Rodrigues,25,190.5,81.18,67,284,288,72,91,85,37.0,73,36.0,71
246930,Cheon Seong-Hoon,19,190.5,78.91,51,207,226,53,66,67,60.0,54,48.0,59
246973,R. Márquez,22,182.88,82.99,67,242,265,63,69,70,63.0,51,59.0,70
247012,M. Tait,19,177.8,68.03,52,205,201,50,59,62,58.0,50,68.0,54
247023,S. Yatéké,19,182.88,79.82,63,256,229,61,85,78,68.0,63,56.0,64
247063,M. Khalfan,21,175.26,63.04,67,267,231,65,77,80,77.0,47,74.0,61
247080,J. Vargas,20,167.64,68.03,61,260,231,65,64,66,66.0,62,91.0,62
247117,S. Braken,26,187.96,84.8,66,271,246,68,75,60,70.0,63,68.0,67
247122,D. Sikan,19,185.42,71.2,58,217,210,64,73,75,68.0,56,66.0,66
247139,A. Owusu,19,182.88,78.0,48,202,185,60,68,69,62.0,41,54.0,57
247187,Júnior Brumado,21,190.5,79.82,62,254,266,68,76,71,73.0,68,67.0,64
247211,Jeka,22,185.42,77.09,72,286,234,68,71,72,65.0,51,65.0,67
247219,K. Kizito,23,187.96,78.91,60,225,234,59,66,67,53.0,55,57.0,64
247249,J. Piroe,20,185.42,73.92,69,274,245,62,67,63,66.0,57,63.0,66
247279,L. Dykes,24,187.96,74.83,68,250,287,62,70,68,62.0,76,68.0,71
247343,M. Mampala,18,182.88,74.83,59,251,265,62,74,76,69.0,51,67.0,63
247354,B. Michel,22,177.8,74.83,63,182,231,52,86,89,80.0,63,71.0,63
247357,T. Freeman,17,180.34,69.84,52,210,207,53,70,73,69.0,30,71.0,53
247388,A. Buksa,17,187.96,73.01,62,241,206,58,71,69,58.0,66,56.0,62
247391,Andre Shinyashiki,23,175.26,68.03,62,256,252,65,74,76,75.0,71,70.0,63
247463,F. Balogun,18,177.8,69.84,60,230,227,58,73,75,72.0,66,64.0,62
247473,B. Tutu,22,195.58,82.08,57,229,218,56,74,76,58.0,53,40.0,63
247481,A. Diallo,23,182.88,77.09,72,240,256,58,66,54,66.0,55,58.0,66
247507,P. Glatzel,18,175.26,67.12,62,252,231,56,68,68,73.0,51,71.0,61
247508,M. Güçlü,21,182.88,69.84,63,273,255,64,74,72,72.0,51,65.0,66
247539,A. Scheidler,22,193.04,88.89,67,276,270,61,54,54,35.0,63,40.0,67
247566,J. Barreto,20,180.34,76.19,57,231,220,57,52,64,59.0,55,61.0,60
247612,D. Sealy,17,177.8,60.77,50,213,214,50,50,52,50.0,51,76.0,54
247659,L. N'Diaye,18,180.34,82.08,60,224,199,59,81,80,55.0,55,61.0,61
247679,V. Boniface,19,182.88,73.01,62,268,254,66,79,77,78.0,65,76.0,66
247686,Cho Gue Sung,22,187.96,77.09,50,173,237,41,76,74,80.0,71,55.0,58
247707,B. Iskandar,19,177.8,66.21,46,215,207,54,70,71,65.0,60,47.0,53
247716,Vintecinco,24,193.04,92.06,63,186,243,52,61,64,58.0,64,56.0,59
247753,E. Zubak,22,182.88,74.83,61,213,227,54,58,55,62.0,64,54.0,60
247872,R. Karjalainen,24,185.42,78.91,64,291,234,62,69,71,59.0,63,66.0,64
247875,M. Akçay,22,182.88,78.91,65,285,221,64,67,69,63.0,56,68.0,65
247887,D. Merola,20,180.34,76.19,64,232,225,57,59,55,55.0,46,60.0,60
247888,S. Esposito,17,185.42,74.83,65,343,259,69,67,71,55.0,57,69.0,68
247899,C. Măgureanu,20,180.34,73.92,48,190,212,44,63,65,70.0,52,71.0,55
247935,W. Togui,23,180.34,81.18,78,241,265,61,76,74,66.0,65,66.0,69
248015,R. Andronic,20,177.8,77.09,59,252,208,59,67,69,75.0,52,74.0,60
248119,G. Ganea,21,177.8,72.11,62,271,256,63,75,73,68.0,80,67.0,65
248126,E. Acquah,19,185.42,71.2,59,207,235,54,68,69,62.0,66,54.0,57
248138,H. Moussaki,21,187.96,77.09,62,245,224,63,69,70,57.0,64,52.0,63
248222,Liu Xinyu,20,198.12,91.15,51,170,227,38,66,63,60.0,54,68.0,53
248347,J. Semple,19,182.88,78.0,73,228,205,50,75,75,60.0,55,65.0,57
248383,Y. Isaienko,18,170.18,54.87,54,219,215,59,63,62,57.0,57,92.0,56
248385,R. Piccoli,19,182.88,78.0,62,223,236,55,51,54,51.0,57,55.0,64
248398,Z. Thior,22,170.18,57.14,70,268,264,68,74,76,76.0,72,82.0,65
248434,D. Hanslik,23,185.42,81.18,65,274,261,60,73,67,60.0,65,60.0,65
248463,D. Ruiz-Diaz,19,180.34,68.03,52,198,182,54,84,78,74.0,71,77.0,57
248483,Chico Banza,19,182.88,72.11,60,252,225,62,75,77,75.0,56,61.0,63
248507,N. Bannis,17,182.88,73.92,59,248,216,63,74,75,63.0,46,64.0,62
248555,E. Mosquera,19,172.72,58.05,62,245,195,64,75,75,73.0,44,64.0,60
248561,B. Mendoza,22,170.18,72.11,72,266,302,63,74,72,49.0,66,77.0,69
248674,L. Munteanu,18,182.88,77.09,65,268,240,62,77,76,73.0,61,70.0,64
248706,S. Grubač,20,190.5,79.82,65,222,245,52,47,56,44.0,47,47.0,60
248740,G. Ahadme,18,187.96,76.19,57,232,251,50,62,57,58.0,55,60.0,60
248748,A. Ocampo-Chavez,18,177.8,63.94,48,230,226,56,60,64,64.0,56,74.0,56
248775,U. Bonnet,26,180.34,73.01,66,250,279,68,74,69,68.0,74,66.0,69
248801,J. Knowles,18,182.88,69.84,62,223,227,54,77,83,69.0,63,56.0,59
248805,Sergio Camello,19,177.8,68.93,61,262,228,66,63,63,56.0,50,72.0,66
248839,J. Young,18,185.42,77.09,56,170,184,41,68,63,59.0,50,49.0,52
250763,E. Engelhardt,22,177.8,78.0,60,256,219,65,73,76,67.0,59,70.0,61
250790,A. Traoré,18,177.8,74.83,58,245,233,61,74,72,64.0,60,75.0,63
250818,Anderson Oliveira,22,185.42,78.0,75,298,275,65,75,72,59.0,75,58.0,70
250835,M. Noubissi,23,180.34,87.07,78,257,282,70,81,83,76.0,71,63.0,71
250884,Javi Siverio,21,182.88,74.83,62,217,232,58,59,61,54.0,62,63.0,63
250887,Rafa Tresaco,18,177.8,68.03,61,236,240,60,68,73,68.0,49,66.0,62
250923,J. Koenraat,23,182.88,78.0,66,288,216,68,67,67,62.0,57,64.0,63
250961,J. Zirkzee,19,193.04,83.9,67,294,229,70,69,73,67.0,63,60.0,70
250962,A. Luković,25,187.96,78.91,71,303,266,61,72,72,71.0,71,65.0,66
250975,C. Karatas,19,180.34,71.2,52,229,189,60,60,63,62.0,57,64.0,55
250996,A. Roczen,20,193.04,82.08,57,227,250,51,66,62,53.0,62,55.0,61
251009,Miguel Ángel,22,190.5,78.91,63,239,249,57,61,63,61.0,53,37.0,64
251033,A. Ouhafsa,22,177.8,69.84,56,230,215,59,69,62,73.0,58,72.0,61
251054,M. Neicuțescu,21,180.34,77.09,62,232,229,59,80,75,65.0,62,63.0,64
251073,C. Dumitru,18,172.72,69.84,62,237,260,57,74,74,65.0,71,64.0,60
251085,A. Buziuc,26,175.26,76.19,64,268,261,60,76,74,73.0,71,67.0,66
251105,D. Joveljić,20,180.34,72.11,63,278,269,69,71,73,75.0,62,69.0,70
251106,I. Botella,20,180.34,72.11,65,228,251,57,66,69,55.0,52,63.0,65
251151,S. Kavrazlı,18,177.8,69.84,65,261,221,62,66,67,58.0,58,64.0,64
251170,L. Sinayoko,20,185.42,81.18,53,203,229,46,54,59,58.0,53,58.0,58
251192,B. Ndilu,19,185.42,79.82,58,235,233,60,61,59,57.0,46,53.0,62
251198,E. Simms,19,182.88,73.01,64,267,258,58,75,75,66.0,55,66.0,65
251199,M. Fofana,19,185.42,64.85,52,212,202,56,76,73,63.0,49,63.0,57
251214,M. Pato,27,177.8,69.84,65,247,239,64,75,79,74.0,63,72.0,61
251223,R. Pepi,17,185.42,77.09,51,222,208,42,51,56,54.0,50,57.0,55
251224,P. Besong,19,182.88,92.97,59,188,227,50,69,60,69.0,63,76.0,59
251229,K. Yeboah,20,182.88,72.11,62,266,227,64,90,85,75.0,56,68.0,64
251240,M. Balda,28,172.72,67.12,81,306,280,68,78,77,75.0,55,75.0,63
251260,B. Kramer,24,190.5,87.07,74,233,248,58,75,72,65.0,60,62.0,66
251261,H. Saunders,22,180.34,68.93,51,216,203,59,60,62,52.0,52,68.0,53
251267,O. Watkinson,18,180.34,71.2,43,175,201,41,63,54,54.0,55,60.0,49
251300,K. Hachadi,21,190.5,84.8,72,260,279,61,53,51,50.0,67,43.0,67
251316,N. Kupusović,19,177.8,74.83,60,260,224,60,75,77,78.0,50,74.0,60
251342,B. Pichler,22,187.96,87.07,68,313,230,70,76,66,44.0,69,49.0,72
251348,P. Cucchi,26,177.8,78.0,71,298,296,68,79,79,78.0,78,73.0,72
251353,K. Laba,28,180.34,74.83,76,293,301,66,81,77,78.0,75,65.0,75
251359,P. Krawczyk,25,187.96,78.91,56,208,220,54,58,64,60.0,60,61.0,61
251381,P. Keny,21,185.42,79.82,69,248,269,65,75,68,61.0,63,52.0,67
251390,E. Arslan,18,182.88,69.84,55,220,221,53,55,51,59.0,56,65.0,57
251392,T. Krauß,19,182.88,74.83,68,266,291,56,65,66,66.0,55,67.0,62
251408,S. Nurković,28,187.96,79.82,70,302,291,66,63,61,61.0,60,60.0,70
251412,S. Weissman,24,175.26,72.11,73,312,309,71,78,74,67.0,70,77.0,77
251413,A. Schmidt,22,193.04,87.98,65,242,248,63,55,53,55.0,70,34.0,65
251414,D. Kinsella-Bishop,17,177.8,76.19,51,203,186,51,63,69,63.0,58,67.0,51
251430,J. Dhillon,25,193.04,83.9,59,222,235,63,71,72,54.0,52,75.0,65
251431,M. Malone,19,185.42,84.8,59,246,227,57,75,65,64.0,52,68.0,64
251445,Samuel Dias,20,170.18,68.93,78,285,290,66,69,68,73.0,63,78.0,68
251452,V. Stojanovski,23,185.42,74.83,65,243,238,64,62,60,58.0,52,60.0,65
251478,N. Agho,16,182.88,79.82,53,177,191,43,80,72,62.0,58,63.0,53
251488,M. Akpınar,18,185.42,83.9,65,275,248,58,67,63,60.0,49,53.0,63
251499,T. Sabitzer,19,182.88,78.0,49,263,229,64,70,74,72.0,64,72.0,62
251540,Patrick,21,177.8,77.09,62,256,208,62,69,71,85.0,61,73.0,61
251551,A. Niangbo,20,172.72,67.12,70,268,248,74,90,84,80.0,68,82.0,71
251571,D. Dugourd,23,193.04,86.17,57,186,230,48,59,52,49.0,57,40.0,58
251575,A. Sayyadmanesh,19,182.88,69.84,52,233,249,70,60,64,50.0,56,71.0,62
251582,A. Szőke,22,185.42,72.11,55,291,269,58,67,79,71.0,56,56.0,65
251597,D. Steczyk,21,185.42,77.09,56,233,224,58,67,68,64.0,55,57.0,61
251611,G. Fernández,26,185.42,79.82,65,267,333,65,85,73,70.0,67,55.0,74
251622,D. Tokpa,19,180.34,73.92,58,246,211,59,58,63,58.0,45,62.0,62
251629,J. Lonwijk,20,187.96,79.82,67,270,278,59,73,68,63.0,68,49.0,64
251645,B. Duncan,19,175.26,68.93,58,263,257,61,64,68,64.0,53,70.0,61
251661,C. Sabanci,20,182.88,74.83,62,202,172,54,65,68,70.0,38,61.0,57
251683,Ballarin,21,170.18,62.13,61,254,236,66,65,67,64.0,54,66.0,63
251693,A. Alfárnez,35,182.88,78.0,72,316,287,74,79,79,64.0,74,57.0,72
251700,S. Mandíquez,31,187.96,83.9,86,296,302,75,81,78,72.0,68,48.0,80
251702,P. Vaquizo,34,180.34,69.84,74,346,305,79,79,78,77.0,74,69.0,75
251708,L. Conderia,27,187.96,83.9,68,290,284,61,53,53,66.0,78,59.0,69
251723,P. Bhatt,35,182.88,78.0,61,278,271,61,67,75,64.0,71,57.0,62
251730,D. Raghavan,26,185.42,79.82,58,250,275,48,68,67,58.0,68,48.0,59
251744,A. Grewal,26,172.72,67.12,50,239,235,51,74,77,77.0,41,86.0,55
251756,R. Nteka,22,187.96,74.83,71,304,331,70,74,78,77.0,74,75.0,73
251779,G. Debeljuh,23,185.42,79.82,69,221,256,60,59,63,55.0,84,45.0,67
251782,B. Yaméogo,26,170.18,68.03,67,228,250,60,76,78,74.0,55,61.0,62
251819,J. Neufville,20,182.88,73.92,50,187,193,47,78,75,74.0,50,64.0,56
251823,T. Tattermusch,19,175.26,69.84,59,235,200,60,64,65,81.0,50,76.0,56
251827,M. Halsøy,18,180.34,68.03,52,192,196,46,60,64,69.0,53,59.0,52
251828,E. Melkersen,17,172.72,59.86,50,205,191,51,62,68,68.0,53,58.0,54
251842,M. Ștefănescu,21,172.72,66.21,65,277,246,64,76,77,74.0,69,71.0,65
251892,Beto,22,193.04,87.98,70,251,248,59,54,55,40.0,57,32.0,65
251914,Simón Moreno,22,177.8,73.01,69,249,239,68,75,73,57.0,65,69.0,70
251916,P. Yade,20,185.42,76.19,66,290,239,69,77,81,66.0,54,57.0,64
251941,T. Štrkalj,23,182.88,74.83,72,265,240,62,59,55,59.0,45,60.0,68
251961,R. Philippe,19,182.88,76.19,62,228,238,53,54,54,53.0,54,65.0,60
251977,V. Postolachi,20,187.96,79.82,64,265,279,59,49,48,55.0,60,48.0,65
251980,T. Tushi,19,177.8,71.2,51,213,211,53,55,56,59.0,34,74.0,55
252021,T. Dallinga,19,180.34,69.84,62,231,212,53,52,52,55.0,54,69.0,60
252037,Fábio Silva,17,185.42,74.83,72,266,268,73,74,76,72.0,58,68.0,71
252042,João Pedro,18,182.88,69.84,68,289,248,73,76,82,80.0,70,60.0,71
252060,T. Pobega,20,187.96,78.0,68,311,304,66,69,70,69.0,70,68.0,69
252082,C. Brym,21,180.34,73.01,66,240,242,59,60,51,64.0,55,68.0,65
252084,Marcos André,23,182.88,78.0,76,273,256,68,74,72,70.0,58,68.0,71
252091,Kaxe,26,182.88,79.82,65,304,283,65,66,67,65.0,70,60.0,69
252138,M. Graiciar,20,182.88,77.09,63,268,288,65,74,75,67.0,53,56.0,68
252162,A. Ueda,21,182.88,76.19,60,251,260,61,80,80,70.0,71,58.0,68
252204,E. Bolaños,21,182.88,73.01,65,255,246,61,69,73,66.0,57,57.0,65
252209,M. Rosołek,18,182.88,77.09,56,211,216,54,75,74,62.0,61,60.0,62
252219,D. Szelągowski,17,175.26,69.84,58,220,199,58,67,81,61.0,58,73.0,60
252222,A. Stawiarz,17,177.8,68.93,47,196,192,48,59,68,61.0,46,64.0,52
252251,T. Oluwa,19,177.8,82.08,51,215,219,50,78,74,64.0,50,65.0,55
252304,I. Zlatanović,22,180.34,74.83,66,255,282,64,77,76,70.0,71,66.0,68
252309,C. Manzinga,24,182.88,79.82,62,190,201,58,69,69,55.0,73,55.0,61
252330,R. Burrell,19,185.42,72.11,52,209,205,55,75,76,54.0,51,73.0,56
252370,N. Silva,21,167.64,66.21,54,212,218,56,58,63,56.0,55,71.0,57
252375,Adrián Herrera,20,177.8,69.84,60,209,256,58,60,52,54.0,61,69.0,60
252386,Carlos Kevin,19,177.8,71.2,65,225,241,58,56,54,57.0,59,65.0,61
252391,Rúben Fonseca,20,187.96,82.08,62,214,273,55,55,62,59.0,68,58.0,63
252397,Marcinho,25,172.72,66.21,66,282,251,65,74,73,65.0,64,81.0,64
252417,Y. Samuel,21,182.88,72.11,56,218,241,53,69,68,62.0,70,66.0,56
252434,M. Mawa,23,185.42,73.01,62,248,270,65,81,83,69.0,73,63.0,65
252452,M. Stefandl,21,180.34,77.09,66,251,245,63,67,67,60.0,54,59.0,60
252464,A. Dallas,20,177.8,78.91,57,229,228,56,79,83,65.0,67,65.0,59
252468,A. Toure,20,185.42,82.08,59,264,230,60,81,80,77.0,60,74.0,62
252485,S. Obeng,23,182.88,73.92,69,230,268,58,78,80,66.0,69,53.0,69
252486,M. Adam,19,177.8,72.11,54,203,191,47,80,80,81.0,52,67.0,56
252494,F. Szymczak,18,182.88,76.19,55,226,217,56,71,72,67.0,62,66.0,58
252549,J. Bird,19,185.42,69.84,44,186,181,45,68,64,62.0,61,59.0,50
252580,P. Mukairu,20,182.88,72.11,71,281,235,69,88,83,58.0,34,64.0,65
252590,Fer Niño,19,190.5,78.0,62,258,253,60,64,65,62.0,60,60.0,67
252665,Lee Sung Yoon,19,182.88,73.01,49,216,194,56,61,65,57.0,54,64.0,52
252692,S. Nicholson,23,193.04,82.99,84,282,273,64,71,62,57.0,68,49.0,71
252710,R. Tachie,20,182.88,77.09,60,262,233,60,73,73,66.0,59,61.0,61
252715,R. Sila,22,185.42,78.0,68,273,228,63,74,72,61.0,59,60.0,63
252750,V. Covil,16,177.8,68.03,50,193,182,51,75,76,75.0,60,79.0,53
252755,B. O'Brien-Whitmarsh,20,177.8,68.03,44,187,197,43,72,73,68.0,57,63.0,53
252760,L. Lotefa,20,175.26,73.92,48,171,201,44,68,59,55.0,52,75.0,51
252775,D. Hayashi,23,177.8,73.01,56,252,237,64,58,61,51.0,45,65.0,60
